Id,Name,WOD_2__Units_Of_Measure__c,CurrencyIsoCode,WOD_2__Business_Unit__c,WOD_2__Business_Units__c,WOD_2__Item_Type__c,WOD_2__Major_Part__c,WOD_2__Parent_Product__c,WOD_2__Track_Type__c,WOD_2__Type__c,Business_Units_Text__c,Description_DE__c,Description_EN__c,Description_ES__c,Description_FR__c,Description_HU__c,Description_IT__c,Description_JA__c,Description_NL__c,Description_NO__c,Description_PL__c,Description_TR__c,Is_Active__c,Part_Return_Required__c,Photo_Required__c,Series_Code__c,TWOD_Eligible_for_Discount__c,Warranty_Product_Auto_Number__c,Warranty_Product_Code__c,Wearing_Part__c,KPAD_Number__c,Product_Name__c
a170E0000060Tj2QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDuQAM,Serialzied,Model,KBT-EU,U17-3AlphaKCW,U17-3AlphaKCW,U17-3AlphaKCW,U17-3AlphaKCW,,U17-3AlphaKCW,,,,,,TRUE,FALSE,FALSE,2010000110,FALSE,2197,20100,FALSE,20100-01200,2.01E+17
a170E0000060Tj3QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDvQAM,Serialzied,Model,KBT-EU,KX91-3Alpha 2,KX91-3Alpha 2,KX91-3Alpha 2,KX91-3Alpha 2,,KX91-3Alpha 2,,KX91-3Alpha 2,,KX91-3Alpha 2,KX91-3Alpha 2,TRUE,FALSE,FALSE,2010000120,FALSE,2198,20100,FALSE,20100-00100,2.01E+17
a170E0000060Tj4QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDvQAM,Serialzied,Model,KBT-EU,KX101-3Alpha 2,KX101-3Alpha 2,KX101-3Alpha 2,KX101-3Alpha 2,,KX101-3Alpha 2,,KX101-3Alpha 2,,KX101-3Alpha 2,KX101-3Alpha 2,TRUE,FALSE,FALSE,2010000120,FALSE,2199,20100,FALSE,20100-00200,2.01E+17
a170E0000060Tj5QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDvQAM,Serialzied,Model,KBT-EU,U35-3Alpha 2,U35-3Alpha 2,U35-3Alpha 2,U35-3Alpha 2,,U35-3Alpha 2,,U35-3Alpha 2,,U35-3Alpha 2,U35-3Alpha 2,TRUE,FALSE,FALSE,2010000120,FALSE,2200,20100,FALSE,20100-00300,2.01E+17
a170E0000060Tj6QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDvQAM,Serialzied,Model,KBT-EU,U30-3Alpha 2,U30-3Alpha 2,U30-3Alpha 2,U30-3Alpha 2,,U30-3Alpha 2,,U30-3Alpha 2,,U30-3Alpha 2,U30-3Alpha 2,TRUE,FALSE,FALSE,2010000120,FALSE,2201,20100,FALSE,20100-00400,2.01E+17
a170E0000060Tj7QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDwQAM,Serialzied,Model,KBT-EU,KX101-3Alpha 3,KX101-3Alpha 3,KX101-3Alpha 3,KX101-3Alpha 3,,KX101-3Alpha 3,,KX101-3Alpha 3,,KX101-3Alpha 3,KX101-3Alpha 3,TRUE,FALSE,FALSE,2010000125,FALSE,2202,20100,FALSE,20100-00200,2.01E+17
a170E0000060Tj8QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDwQAM,Serialzied,Model,KBT-EU,U35-3Alpha 3,U35-3Alpha 3,U35-3Alpha 3,U35-3Alpha 3,,U35-3Alpha 3,,U35-3Alpha 3,,U35-3Alpha 3,U35-3Alpha 3,TRUE,FALSE,FALSE,2010000125,FALSE,2203,20100,FALSE,20100-00300,2.01E+17
a170E0000060Tj9QAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDxQAM,Serialzied,Model,KBT-EU,KX101-3Alpha 4,KX101-3Alpha 4,KX101-3Alpha 4,KX101-3Alpha 4,,KX101-3Alpha 4,,,,,KX101-3Alpha 4,TRUE,FALSE,FALSE,2010000126,FALSE,2204,20100,FALSE,20100-00200,2.01E+17
a170E0000060TjAQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX057-4,KX057-4,KX057-4,KX057-4,,KX057-4,,KX057-4,,KX057-4,KX057-4,TRUE,FALSE,FALSE,2010000130,FALSE,2205,20100,FALSE,20100-01000,2.01E+17
a170E0000060TjBQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX057-4KCW,KX057-4KCW,KX057-4KCW,KX057-4KCW,,KX057-4KCW,,KX057-4KCW,,KX057-4KCW,KX057-4KCW,TRUE,FALSE,FALSE,2010000130,FALSE,2206,20100,FALSE,20100-01500,2.01E+17
a170E0000060TjCQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,U 48-4,U 48-4,U 48-4,U 48-4,,U 48-4,,U 48-4,,U 48-4,U 48-4,TRUE,FALSE,FALSE,2010000130,FALSE,2207,20100,FALSE,20100-02000,2.01E+17
a170E0000060TjDQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,U 55-4,U 55-4,U 55-4,U 55-4,,U 55-4,,U 55-4,,U 55-4,U 55-4,TRUE,FALSE,FALSE,2010000130,FALSE,2208,20100,FALSE,20100-03000,2.01E+17
a170E0000060TjEQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,U55-4KCW,U55-4KCW,U55-4KCW,U55-4KCW,,U55-4KCW,,U55-4KCW,,U55-4KCW,U55-4KCW,TRUE,FALSE,FALSE,2010000130,FALSE,2209,20100,FALSE,20100-03500,2.01E+17
a170E0000060TjFQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX015-4,KX015-4,KX015-4,KX015-4,,KX015-4,,KX015-4,,KX015-4,KX015-4,TRUE,FALSE,FALSE,2010000130,FALSE,2210,20100,FALSE,20100-04000,2.01E+17
a170E0000060TjGQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX016-4,KX016-4,KX016-4,KX016-4,,KX016-4,,KX016-4,,KX016-4,KX016-4,TRUE,FALSE,FALSE,2010000130,FALSE,2211,20100,FALSE,20100-05000,2.01E+17
a170E0000060TjHQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX016-4 NONEU,KX016-4 NONEU,KX016-4 NONEU,KX016-4 NONEU,,KX016-4 NONEU,,KX016-4,,KX016-4 NONEU,KX016-4 NONEU,TRUE,FALSE,FALSE,2010000130,FALSE,2212,20100,FALSE,20100-05500,2.01E+17
a170E0000060TjIQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX018-4,KX018-4,KX018-4,KX018-4,,KX018-4,,KX018-4,,KX018-4,KX018-4,TRUE,FALSE,FALSE,2010000130,FALSE,2213,20100,FALSE,20100-06000,2.01E+17
a170E0000060TjJQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX018-4 NONEU,KX018-4 NONEU,KX018-4 NONEU,KX018-4 NONEU,,KX018-4 NONEU,,KX018-4,,KX018-4 NONEU,KX018-4 NONEU,TRUE,FALSE,FALSE,2010000130,FALSE,2214,20100,FALSE,20100-06500,2.01E+17
a170E0000060TjKQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX019-4,KX019-4,KX019-4,KX019-4,,KX019-4,,KX019-4,,KX019-4,KX019-4,TRUE,FALSE,FALSE,2010000130,FALSE,2215,20100,FALSE,20100-07000,2.01E+17
a170E0000060TjLQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX080-4,KX080-4,KX080-4,KX080-4,,KX080-4,,KX019-4,,KX080-4,KX080-4,TRUE,FALSE,FALSE,2010000130,FALSE,2216,20100,FALSE,20100-08000,2.01E+17
a170E0000060TjMQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,U27-4,U27-4,U27-4,U27-4,,U27-4,,KX019-4,,U27-4,U27-4,TRUE,FALSE,FALSE,2010000130,FALSE,2217,20100,FALSE,20100-09000,2.01E+17
a170E0000060TjNQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,U27-4 NONEU,U27-4 NONEU,U27-4 NONEU,U27-4 NONEU,,U27-4 NONEU,,U27-4 NONEU,,U27-4 NONEU,U27-4 NONEU,TRUE,FALSE,FALSE,2010000130,FALSE,2218,20100,FALSE,20100-09500,2.01E+17
a170E0000060TjOQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX027-4,KX027-4,KX027-4,KX027-4,,KX027-4,,KX027-4,,KX027-4,KX027-4,TRUE,FALSE,FALSE,2010000130,FALSE,2219,20100,FALSE,20100-10000,2.01E+17
a170E0000060TjPQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX030-4,KX030-4,KX030-4,KX030-4,,KX030-4,,KX042-4,,KX042-4,KX042-4,TRUE,FALSE,FALSE,2010000130,FALSE,2220,20100,FALSE,20100-12000,2.01E+17
a170E0000060TjQQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX030-4 NONEU,KX030-4 NONEU,KX030-4 NONEU,KX030-4 NONEU,,KX030-4 NONEU,,KX030-4 NONEU,,KX030-4 NONEU,KX030-4 NONEU,TRUE,FALSE,FALSE,2010000130,FALSE,2221,20100,FALSE,20100-12500,2.01E+17
a170E0000060TjRQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX037-4,KX037-4,KX037-4,KX037-4,,KX037-4,,KX037-4,,KX037-4,KX037-4,TRUE,FALSE,FALSE,2010000130,FALSE,2222,20100,FALSE,20100-13000,2.01E+17
a170E0000060TjSQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,U36-4,U36-4,U36-4,U36-4,,U36-4,,U36-4,,U36-4,U36-4,TRUE,FALSE,FALSE,2010000130,FALSE,2223,20100,FALSE,20100-14000,2.01E+17
a170E0000060TjTQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDyQAM,Serialzied,Model,KBT-EU,KX042-4,KX042-4,KX042-4,KX042-4,,KX042-4,,KX042-4,,KX042-4,KX042-4,TRUE,FALSE,FALSE,2010000130,FALSE,2224,20100,FALSE,20100-15000,2.01E+17
a170E0000060TjUQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDzQAM,Serialzied,Model,KBT-EU,KX042-4Alpha,KX042-4Alpha,KX042-4Alpha,KX042-4Alpha,,KX042-4Alpha,,KX042-4Alpha,,KX042-4Alpha,KX042-4Alpha,TRUE,FALSE,FALSE,2010000135,FALSE,2225,20100,FALSE,20100-03000,2.01E+17
a170E0000060TjVQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TDzQAM,Serialzied,Model,KBT-EU,KX080-4Alpha,KX080-4Alpha,KX080-4Alpha,KX080-4Alpha,,KX080-4Alpha,,,,,KX080-4Alpha,TRUE,FALSE,FALSE,2010000135,FALSE,2226,20100,FALSE,20100-08000,2.01E+17
a170E0000060TjWQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE0QAM,Serialzied,Model,KBT-EU,R070,R070,R070,R070,,R070,,R070,,R070,R070,TRUE,FALSE,FALSE,2010000140,FALSE,2227,20100,FALSE,20100-00150,2.01E+17
a170E0000060TjXQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE0QAM,Serialzied,Model,KBT-EU,R090,R090,R090,R090,,R090,,R090,,R090,R090,TRUE,FALSE,FALSE,2010000140,FALSE,2228,20100,FALSE,20100-00160,2.01E+17
a170E0000060TjYQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE0QAM,Serialzied,Model,KBT-EU,KX080-4Alpha 2,KX080-4Alpha 2,KX080-4Alpha 2,KX080-4Alpha 2,,KX080-4Alpha 2,,KX080-4Alpha 2,,KX080-4Alpha 2,KX080-4Alpha 2,TRUE,FALSE,FALSE,2010000140,FALSE,2229,20100,FALSE,20100-01000,2.01E+17
a170E0000060TjZQAU,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE1QAM,Serialzied,Model,KBT-EU,K008-5,K008-5,K008-5,K008-5,,K008-5,,,,,,TRUE,FALSE,FALSE,2010000170,FALSE,2230,20100,FALSE,20100-00100,2.01E+17
a170E0000060TjaQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE1QAM,Serialzied,Model,KBT-EU,KX060-5,KX060-5,KX060-5,KX060-5,,KX060-5,,KX060-5,,KX060-5,KX060-5,TRUE,FALSE,FALSE,2010000170,FALSE,2231,20100,FALSE,20100-02000,2.01E+17
a170E0000060TjbQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE1QAM,Serialzied,Model,KBT-EU,U10-5,U10-5,U10-5,U10-5,,U10-5,,,,,,TRUE,FALSE,FALSE,2010000170,FALSE,2232,20100,FALSE,20100-02100,2.01E+17
a170E0000060TjcQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE1QAM,Serialzied,Model,KBT-EU,U50-5,U50-5,U50-5,U50-5,,U50-5,,U50-5,,U50-5,U50-5,TRUE,FALSE,FALSE,2010000170,FALSE,2233,20100,FALSE,20100-03000,2.01E+17
a170E0000060TjdQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE1QAM,Serialzied,Model,KBT-EU,U56-5,U56-5,U56-5,U56-5,,U56-5,,U56-5,,U56-5,U56-5,TRUE,FALSE,FALSE,2010000170,FALSE,2234,20100,FALSE,20100-04000,2.01E+17
a170E0000060TjeQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE1QAM,Serialzied,Model,KBT-EU,KX085-5,KX085-5,KX085-5,KX085-5,,KX085-5,,KX085-5,,KX085-5,KX085-5,TRUE,FALSE,FALSE,2010000170,FALSE,2235,20100,FALSE,20100-05000,2.01E+17
a170E0000060TjfQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE2QAM,Serialzied,Model,KBT-EU,U30-6,U30-6,U30-6,U30-6,,U30-6,,Excavator,,Excavator,Excavator,TRUE,FALSE,FALSE,2010000180,FALSE,2236,20100,FALSE,20100-02000,2.01E+17
a170E0000060TjgQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2237,20100,FALSE,20100-00100,2.01E+17
a170E0000060TjhQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2238,20100,FALSE,20100-00200,2.01E+17
a170E0000060TjiQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2239,20100,FALSE,20100-00300,2.01E+17
a170E0000060TjjQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2240,20100,FALSE,20100-00400,2.01E+17
a170E0000060TjkQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2241,20100,FALSE,20100-00500,2.01E+17
a170E0000060TjlQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2242,20100,FALSE,20100-00600,2.01E+17
a170E0000060TjmQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2243,20100,FALSE,20100-00700,2.01E+17
a170E0000060TjnQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE3QAM,Serialzied,Model,KBT-EU,(Not in use),(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2010000200,FALSE,2244,20100,FALSE,20100-00800,2.01E+17
a170E0000060TjoQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Lffel,Bucket,Cazo,Godet,,Bucket,,Bucket,,Bucket,Bucket,TRUE,FALSE,FALSE,2010000300,FALSE,2245,20100,FALSE,20100-00100,2.01E+17
a170E0000060TjpQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Hydraulikhammer,Hydraulic breaker,Roturadora hidr ulica,Marteau hydraulique,,Hydraulic breaker,,Hydraulic breaker,,Hydraulic breaker,Hydraulic breaker,TRUE,FALSE,FALSE,2010000300,FALSE,2246,20100,FALSE,20100-00200,2.01E+17
a170E0000060TjqQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Schnellwechsler,Quick coupler,Acoplamiento r pido,Attache rapide,,Quick coupler,,Quick coupler,,Quick coupler,Quick coupler,TRUE,FALSE,FALSE,2010000300,FALSE,2247,20100,FALSE,20100-00300,2.01E+17
a170E0000060TjrQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Abbruchzange,Crusher,Trituradora,Pince,,Crusher,,Crusher,,Crusher,Crusher,TRUE,FALSE,FALSE,2010000300,FALSE,2248,20100,FALSE,20100-00400,2.01E+17
a170E0000060TjsQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Lasthalteventile,Anti-drop safety valve,V lvula de seguridad antica¡da,Clapets de scurit,,Anti-drop safety valve,,Anti-drop safety valve,,Anti-drop safety valve,Anti-drop safety valve,TRUE,FALSE,FALSE,2010000300,FALSE,2249,20100,FALSE,20100-00500,2.01E+17
a170E0000060TjtQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Sonderfarbe,Special paint,Pintura especial,Peinture spciale,,Special paint,,Special paint,,Special paint,Special paint,TRUE,FALSE,FALSE,2010000300,FALSE,2250,20100,FALSE,20100-00600,2.01E+17
a170E0000060TjuQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Gebrauchtmaschine,Used machine,M quina usada,Machine d'occasion,,Used machine,,Used machine,,Used machine,Used machine,TRUE,FALSE,FALSE,2010000300,FALSE,2251,20100,FALSE,20100-00700,2.01E+17
a170E0000060TjvQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Garantieverlngerung,Extension warranty,Garant¡a ampliada,Extension de Garantie,,Extension warranty,,Extension warranty,,Extension warranty,Extension warranty,TRUE,FALSE,FALSE,2010000300,FALSE,2252,20100,FALSE,20100-00800,2.01E+17
a170E0000060TjwQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Sonstiges,Others,Otros,Autres,,Others,,Others,,Others,Others,TRUE,FALSE,FALSE,2010000300,FALSE,2253,20100,FALSE,20100-00000,2.01E+17
a170E0000060TjxQAE,2.01E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE4QAM,Serialzied,Model,KBT-EU,Returnable good,Returnable good,Returnable good,Returnable good,,Returnable good,,Returnable good,,Returnable good,Returnable good,TRUE,FALSE,FALSE,2010000300,FALSE,2254,20100,FALSE,20100-00001,2.01E+17
a170E0000060TjyQAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE5QAM,Serialzied,Model,KBT-EU,R310,R310,R310,R310,,R310,,R310,,R310,R310,TRUE,FALSE,FALSE,2020000100,FALSE,2255,20200,FALSE,20200-00100,2.02E+17
a170E0000060TjzQAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE5QAM,Serialzied,Model,KBT-EU,R410,R410,R410,R410,,R410,,R410,,R410,R410,TRUE,FALSE,FALSE,2020000100,FALSE,2256,20200,FALSE,20200-00110,2.02E+17
a170E0000060Tk0QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE5QAM,Serialzied,Model,KBT-EU,R510,R510,R510,R510,,R510,,R510,,R510,R510,TRUE,FALSE,FALSE,2020000100,FALSE,2257,20200,FALSE,20200-00120,2.02E+17
a170E0000060Tk1QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE5QAM,Serialzied,Model,KBT-EU,Nicht verwenden,(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2020000100,FALSE,2258,20200,FALSE,20200-00200,2.02E+17
a170E0000060Tk2QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE5QAM,Serialzied,Model,KBT-EU,Nicht verwenden,(Not in use),(Not in use),(Not in use),,(Not in use),,(Not in use),,(Not in use),(Not in use),TRUE,FALSE,FALSE,2020000100,FALSE,2259,20200,FALSE,20200-00300,2.02E+17
a170E0000060Tk3QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE6QAM,Serialzied,Model,KBT-EU,R420,R420,R420,R420,,R420,,R420,,R420,R420,TRUE,FALSE,FALSE,2020000110,FALSE,2260,20200,FALSE,20200-00100,2.02E+17
a170E0000060Tk4QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE6QAM,Serialzied,Model,KBT-EU,R520,R520,R520,R520,,R520,,R520,,R520,R520,TRUE,FALSE,FALSE,2020000110,FALSE,2261,20200,FALSE,20200-00200,2.02E+17
a170E0000060Tk5QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE7QAM,Serialzied,Model,KBT-EU,R420Alpha,R420Alpha,R420Alpha,R420Alpha,,R420Alpha,,R420Alpha,,R420Alpha,R420Alpha,TRUE,FALSE,FALSE,2020000120,FALSE,2262,20200,FALSE,20200-00100,2.02E+17
a170E0000060Tk6QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE7QAM,Serialzied,Model,KBT-EU,R520Alpha,R520Alpha,R520Alpha,R520Alpha,,R520Alpha,,R520Alpha,,R520Alpha,R520Alpha,TRUE,FALSE,FALSE,2020000120,FALSE,2263,20200,FALSE,20200-00200,2.02E+17
a170E0000060Tk7QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE8QAM,Serialzied,Model,KBT-EU,RT100,RT100,RT100,RT100,,RT100,,RT100,,RT100,RT100,TRUE,FALSE,FALSE,2020000130,FALSE,2264,20200,FALSE,20200-00100,2.02E+17
a170E0000060Tk8QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE8QAM,Serialzied,Model,KBT-EU,RT100-2,RT100-2,RT100-2,RT100-2,,RT100-2,,RT100-2,,RT100-2,RT100-2,TRUE,FALSE,FALSE,2020000130,FALSE,2265,20200,FALSE,20200-00150,2.02E+17
a170E0000060Tk9QAE,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE8QAM,Serialzied,Model,KBT-EU,RT105 T-2,RT105 T-2,RT105 T-2,RT105 T-2,,RT105 T-2,,RT105 T-2,,RT105 T-2,RT105 T-2,TRUE,FALSE,FALSE,2020000130,FALSE,2266,20200,FALSE,20200-00155,2.02E+17
a170E0000060TkAQAU,2.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TE8QAM,Serialzied,Model,KBT-EU,RT140,RT140,RT140,RT140,,RT140,,RT140,,RT140,RT140,TRUE,FALSE,FALSE,2020000130,FALSE,2267,20200,FALSE,20200-00200,2.02E+17
