WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,WOD_2__Transferable_Month__c,Comments__c,Policy_Name_HDI__c,WOD_2__Months_Covered_From__c,Job_Code_Group_HDI__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,Months_Covered_From_Invoice_Date_HDI__c,WOD_2__Transferable__c,WOD_2__Months_Covered__c,WOD_2__Days_Covered_From__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,WOD_2__Expression__c,Months_Covered_From_Shipment_HDI__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,WOD_2__Priority__c,Forced_Selection_Needed_During_DR_HDI__c,External_ID_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,100.0,False,,,99999.0,,5000.0,,,36 Months 5000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,36 Months 5000 Hours Protection Plus POWERTRAIN,,EXT-PP-36-5000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5098.0,False,110000000022600,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,6000.0,,,36 Months 6000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,36 Months 6000 Hours Protection Plus POWERTRAIN,,EXT-PP-36-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5104.0,False,110000000022620,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,7500.0,,,36 Months 7500 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,36 Months 7500 Hours Protection Plus POWERTRAIN,,EXT-PP-36-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5108.0,False,110000000022640,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,5000.0,,,Extended Standard 36 Months or 5000 Hours Full machine Distance Labor Parts,,,False,False,Extended Standard 36 Months or 5000 Hours Full machine Distance Labor Parts,,EXT-S-36-5000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Active,,EUROPE,False,,,54.0,True,36.0,,,,False,2039-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,392.0,False,110000000020961,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW,False,,99999.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Emissions,,Emissions,False,False,Goodwill Emissions,,GW-SS-EMISSIONS-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-01-01,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-05-08,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9012.0,False,110000000021200,0.0,PARTS_LABOR,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Emissions,,Emissions,False,False,Goodwill Emissions,,GW-SL-EMISSIONS-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-01-01,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9013.0,False,110000000021201,0.0,PARTS_LABOR,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Major Components Parts Only,,EXT-S-36-5000-FULL-P,False,False,Goodwill Major Components Parts Only,,GW-SS-MAJOR_COMPONENTS-P,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-01-01,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9014.0,False,110000000021202,0.0,PARTS,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,0.0,,4000.0,,,Extended Key Accounts 24 Months or 4000 Hours Full machine Distance Labour Parts Manually Added,,,False,False,Extended Key Accounts 24 Months or 4000 Hours Full machine Distance Labour Parts Manually Added,,EXT-KA-24-4000-FULL-DLP-M,,EUROPE,National /Regional Account;National Account,True,EXTENDED,ANY,False,2012-01-01,,Inactive,,EUROPE,False,,,0.0,True,24.0,,,,False,2040-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,700.0,False,110000000021240,0.0,FULL;DISTANCE_LABOUR_PARTS;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,9999.0,,2000.0,,,Planned Maintenance 12 month 2000 hours,,,False,False,Planned Maintenance 12 month 2000 hours,,PM-SL-12-2000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2015-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,12.0,,,,False,2025-06-30,0.0,,,0.0,0.0,First Owner,2508.0,False,110000000021280,0.0,PARTS_SLP_LABOR,NEW,False,,9999.0
OR,0.0,False,,,0.0,,8000.0,,,Sales Warranty 48 Months 8000 Hours Powertrain,,POWERTRAIN-LP,False,False,Sales Warranty 48 Months 8000 Hours Powertrain,,STDOC-SL-48-8000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2015-03-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2017-12-31,0.0,,,999.0,48.0,First Owner,7652.0,False,110000000021300,0.0,,NEW,False,,9999.0
OR,0.0,False,,,0.0,,6000.0,,,Sales Warranty 36 Months 6000 Hours Clark,,,False,False,Sales Warranty 36 Months 6000 Hours Clark,,STDOC-SL-36-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2015-03-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2017-12-31,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7654.0,False,110000000021302,0.0,,NEW;PREOWNED,False,,9999.0
OR,100.0,False,,,99999.0,,2000.0,,,48 Months 2000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,48 Months 2000 Hours Protection Plus POWERTRAIN,,EXT-PP-48-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5128.0,False,110000000022660,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,3000.0,,,48 Months 3000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,48 Months 3000 Hours Protection Plus POWERTRAIN,,EXT-PP-48-3000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5134.0,False,110000000022680,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,4000.0,,,48 Months 4000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,48 Months 4000 Hours Protection Plus POWERTRAIN,,EXT-PP-48-4000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5140.0,False,110000000022700,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,5000.0,,,48 Months 5000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,48 Months 5000 Hours Protection Plus POWERTRAIN,,EXT-PP-48-5000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5146.0,False,110000000022720,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,6000.0,,,48 Months 6000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,48 Months 6000 Hours Protection Plus POWERTRAIN,,EXT-PP-48-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5152.0,False,110000000022740,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,7500.0,,,48 Months 7500 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,48 Months 7500 Hours Protection Plus POWERTRAIN,,EXT-PP-48-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5156.0,False,110000000022760,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,2000.0,,,60 Months 2000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,60 Months 2000 Hours Protection Plus POWERTRAIN,,EXT-PP-60-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5170.0,False,110000000022780,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2500.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-24-2500-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2006-07-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2025-07-29,0.0,,,999.0,24.0,First Owner;Preowned;Dealer Rental,7656.0,False,110000000022800,0.0,,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,"Key Account Warranty extension 12 + 12 months / 2000 total hours ( Parts, Labour and Mileage )",,,False,False,"Key Account Warranty extension 12 + 12 months / 2000 total hours ( Parts, Labour and Mileage )",,EXT-KA-24-2000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,12.0,False,24.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,380.0,False,110000000022820,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,3000.0,,,"Key Account Warranty extension  12 + 24 months / 3000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension  12 + 24 months / 3000 total hours (Parts, labour and mileage )",,EXT-KA-36-3000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,12.0,False,36.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,381.0,False,110000000022821,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,5000.0,,,"Key Account Warranty extension 12 + 48 months / 5000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 48 months / 5000 total hours (Parts, labour and mileage )",,EXT-KA-60-5000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,12.0,False,60.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,383.0,False,110000000022823,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,7000.0,,,"Key Account Warranty extension 12 + 72 months / 7000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 72 months / 7000 total hours (Parts, labour and mileage )",,EXT-KA-84-7000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,12.0,False,84.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,384.0,False,110000000022824,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,3000.0,,,"Key Account Warranty extension 12 + 12 months / 3000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 12 months / 3000 total hours (Parts, labour and mileage )",,EXT-KA-24-3000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,30.0,False,24.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,390.0,False,110000000022826,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,4500.0,,,"Key Account Warranty extension 12 + 24 months / 4500 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 24 months / 4500 total hours (Parts, labour and mileage )",,EXT-KA-36-4500-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,42.0,False,36.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,386.0,False,110000000022827,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,9999.0
OR,0.0,False,,,99999.0,,5000.0,,,Elite Extended Warranty 36 Months 5000 Hours POWERTRAIN_HYDRAULIC-LP,,,False,False,Elite Extended Warranty 36 Months 5000 Hours POWERTRAIN_HYDRAULIC-LP,,ELITE-EXT-S-36-5000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7613.0,False,110000000020420,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-4000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2020-01-01,0.0,,,999.0,48.0,First Owner;Preowned;Dealer Rental,7621.0,False,110000000020580,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,3000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-3000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2020-01-01,0.0,,,999.0,60.0,First Owner;Preowned;Dealer Rental,7626.0,False,110000000020660,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,0.0,,5000.0,,,Goodwill PowerTrain & Hydraulic,,DRIVELINE_HYDRAULIC;Emissions,False,False,Goodwill PowerTrain & Hydraulic,,GW-SS-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2009-01-01,,Active,,NORTHAMERICA,False,,,0.0,False,60.0,,,,False,2099-05-19,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9008.0,False,110000000021082,0.0,PARTS_LABOR,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Full,,STANDARD_FULL,False,False,Goodwill Full,,GW-SS-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-05-19,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-05-19,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9004.0,False,110000000021084,0.0,PARTS_LABOR,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,99999.0,,5000.0,,,Goodwill Full,,STANDARD_FULL,False,False,Goodwill Full,,GW-SL-5000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-05-19,,Active,,NORTHAMERICA,False,,,99999.0,False,84.0,,,,False,2099-05-19,0.0,,,99999.0,0.0,First Owner;Preowned;Dealer Rental,9005.0,False,110000000021085,0.0,PARTS_LABOR,NEW;PREOWNED,False,,99999.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill PowerTrain & Hydraulic Parts Only,,DRIVELINE_HYDRAULIC;Emissions,False,False,Goodwill PowerTrain & Hydraulic Parts Only,,GW-SL-POWERTRAIN_HYDRAULIC-P,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-05-19,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-05-19,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9011.0,False,110000000021091,0.0,PARTS,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,0.0,,8000.0,,,Elite Extended Warranty 48 Months 8000 Hours Clark Equip all DL & DX,,,False,False,Elite Extended Warranty 48 Months 8000 Hours Clark Equip all DL & DX,,ELITEOCCLARK-STD-S-48-8000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,STANDARD,ANY,False,2014-04-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,True,2015-03-01,0.0,,,999.0,48.0,First Owner,7651.0,False,110000000021260,0.0,,NEW,False,,0.0
OR,0.0,False,,,99999.0,,4000.0,,,"Key Account Warranty extension 12 + 36 months / 4000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 36 months / 4000 total hours (Parts, labour and mileage )",,EXT-KA-48-4000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,12.0,False,48.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,382.0,False,110000000022822,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,6000.0,,,"Key Account Warranty extension 12 + 36 months / 6000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 36 months / 6000 total hours (Parts, labour and mileage )",,EXT-KA-48-6000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,54.0,False,48.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,387.0,False,110000000022828,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,7500.0,,,"Key Account Warranty extension 12 + 48 months / 7500 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 48 months / 7500 total hours (Parts, labour and mileage )",,EXT-KA-60-7500-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,66.0,False,60.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,388.0,False,110000000022829,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,9000.0,,,"Key Account Warranty extension 12 + 60 months / 9000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 60 months / 9000 total hours (Parts, labour and mileage )",,EXT-KA-72-9000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,78.0,False,72.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,389.0,False,110000000022830,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,10500.0,,,"Key Account Warranty extension 12 + 72 months / 10500 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 72 months / 10500 total hours (Parts, labour and mileage )",,EXT-KA-84-10500-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,90.0,False,84.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,393.0,False,110000000022831,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,12000.0,,,"Key Account Warranty extension 12 + 60 months / 12000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 60 months / 12000 total hours (Parts, labour and mileage )",,EXT-KA-72-12000-KAFULL-DLP,fix issue with CEMEX,EUROPE,Dealer Rental/ RPO,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,78.0,False,72.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,414.0,False,110000000022832,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
OR,0.0,False,,,0.0,,10000.0,,,"Key Account Warranty extension 12 + 48 months / 10000 total hours (Parts, labour and mileage )",,,False,False,"Key Account Warranty extension 12 + 48 months / 10000 total hours (Parts, labour and mileage )",,EXT-KA-60-10000-KAFULL-DLP,,EUROPE,National Account,True,EXTENDED,ANY,False,2015-06-01,,Active,,EUROPE,False,,,66.0,False,60.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,413.0,False,110000000022833,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,False,,99999.0
